movie_id,title,director_name,writer_name,country
The_Adjustment_Bureau,The Adjustment Bureau,George Nolfi,George Nolfi,United States
The_Admirable_Crichton_(1957_film),The Admirable Crichton,Lewis Gilbert,Lewis Gilbert|Vernon Harris,United Kingdom
The_Admiral:_Roaring_Currents,The Admiral: Roaring Currents,Kim Han-min,Jeon Chul-hongKim Han-min,South Korea
The_Admiral_(2008_film),Admiral,Andrei Kravchuk,NOT_FOUND,Russia
The_Adonis_Factor,The Adonis Factor,Christopher Hines,NOT_FOUND,United States
The_Adopted,The Adopted,Mélanie Laurent,Mélanie Laurent,France
The_Adventure_of_Faustus_Bidgood,The Adventure of Faustus Bidgood,Andy Jones (comedian)|Mike Jones (writer),Andy Jones (comedian)|Mike Jones (writer),Canada
The_Adventure_of_Sherlock_Holmes'_Smarter_Brother,The Adventure of Sherlock Holmes' Smarter Brother,Gene Wilder,Gene Wilder,United Kingdom|United States
The_Adventurer:_The_Curse_of_the_Midas_Box,The Adventurer: The Curse of the Midas Box,Jonathan Newman,Christian Taylor (screenwriter),United Kingdom
The_Adventurer_(1917_film),The Adventurer,Charles Chaplin,Vincent Bryan,United States
The_Adventurer_(1922_film),The Adventurer,Lothar Mendes,NOT_FOUND,Germany
The_Adventurer_(1928_film),The Adventurer,Viktor Tourjansky,Jack Cunningham (screenwriter),United States
The_Adventurers_(1926_film),The Adventurers,Rudolf Walther-Fein,Ruth Goetz,Germany
The_Adventurers_(1951_film),The Adventurers,David MacDonald (director),Robert Westerby,United Kingdom
The_Adventurers_(1970_film),The Adventurers,Lewis Gilbert,Lewis Gilbert|Michael Hastings (playwright),United States
The_Adventurers_(1995_film),The Adventurer,Ringo Lam,Ringo Lam,Hong_Kong
The_Adventures_of_Baron_Munchausen,The Adventures of Baron Munchausen,Terry Gilliam,Terry Gilliam|Charles McKeown,United Kingdom
The_Adventures_of_Barry_McKenzie,The Adventures of Barry McKenzie,Bruce Beresford,Bruce Beresford|Barry Humphries,Australia
The_Adventures_of_Buckaroo_Banzai_Across_the_8th_Dimension,The Adventures of Buckaroo Banzai Across the 8th Dimension,W. D. Richter,Earl Mac Rauch,United States
The_Adventures_of_Buratino_(1959_film),The Adventures of Buratino,Ivan Ivanov-Vano,Nikolai Erdman,USSR
The_Adventures_of_Buratino_(1976_film),The Adventures of Buratino,Leonid Nechayev,Inna Vetkina,Russia
The_Adventures_of_Dollie,The Adventures of Dollie,G. W. Bitzer|D. W. Griffith,Stanner E.V. Taylor,United States
The_Adventures_of_Elmo_in_Grouchland,The Adventures of Elmo in Grouchland,Gary Halvorson,Joey Mazzarino|Mitchell Kriegman,NOT_FOUND
The_Adventures_of_Food_Boy,The Adventures of Food Boy,Dane Cannon,Marc Mangum,United States
The_Adventures_of_Ford_Fairlane,The Adventures of Ford Fairlane,Renny Harlin,Daniel Waters (screenwriter)|David Arnott,United States
The_Adventures_of_Hajji_Baba,The Adventures of Hajji Baba,Don Weis,Richard Collins,United States
The_Adventures_of_Hercules,The Adventures of Hercules,Luigi Cozzi,Luigi Cozzi,"Italy, United States"
The_Adventures_of_Huck_Finn_(1993_film),The Adventures of Huck Finn,Stephen Sommers,Stephen Sommers,United States
The_Adventures_of_Huckleberry_Finn_(1939_film),The Adventures of Huckleberry Finn,Richard Thorpe,Waldo Salt|Hugo Butler|Mark Twain,United States
The_Adventures_of_Huckleberry_Finn_(1960_film),The Adventures of Huckleberry Finn,Michael Curtiz,James Lee (screenwriter)|Mark Twain,United States
The_Adventures_of_Marco_Polo,The Adventures of Marco Polo,Archie Mayo|John Ford,Robert E. Sherwood,United_States
The_Adventures_of_Mark_Twain_(1944_film),The Adventures of Mark Twain,Irving Rapper,Harold M. Sherman|Alan Le May,United States
The_Adventures_of_Mark_Twain_(1985_film),The Adventures of Mark Twain,Will Vinton,Susan Shadburne,United States
The_Adventures_of_Milo_and_Otis,The Adventures of Milo and Otis,Masanori Hata,Masanori Hata,Japan
The_Adventures_of_Picasso,The Adventures of Picasso,Tage Danielsson,Hans Alfredson|Tage Danielsson,Sweden
The_Adventures_of_Pinocchio_(1996_film),The Adventures of Pinocchio,Steve Barron,Steve Barron,France|United Kingdom|Germany|United States|Czech Republic
The_Adventures_of_Pinocchio_(unfinished_film),The Adventures of Pinocchio,NOT_FOUND,NOT_FOUND,Italy
The_Adventures_of_Pluto_Nash,The Adventures of Pluto Nash,Ron Underwood,Neil Cuthbert,"* United States
* Australia"
"The_Adventures_of_Priscilla,_Queen_of_the_Desert","The Adventures of Priscilla, Queen of the Desert",Stephan Elliott,Stephan Elliott,Australia
The_Adventures_of_Rex_and_Rinty,The Adventures of Rex and Rinty,Ford Beebe|B. Reeves Eason,NOT_FOUND,United States
The_Adventures_of_Robin_Hood,The Adventures of Robin Hood,Michael Curtiz|William Keighley,Rowland Leigh|Seton I. Miller|Norman Reilly Raine,United States
The_Adventures_of_Robinson_Crusoe_(serial),The Adventures of Robinson Crusoe,Robert F. Hill,Daniel Defoe,United States
The_Adventures_of_Sebastian_Cole,The Adventures of Sebastian Cole,Tod Williams (filmmaker),Tod Williams (filmmaker),United States
The_Adventures_of_Sherlock_Holmes_(film),The Adventures of Sherlock Holmes,Alfred L. Werker,Edwin Blum|Arthur Conan Doyle|William Gillette,United States
The_Adventures_of_Tartu,The Adventures of Tartu,Harold S. Bucquet,John Lee Mahin|John C. Higgins|Miles Malleson,United Kingdom
The_Adventures_of_Tintin_(film),The Adventures of Tintin,Steven Spielberg,Joe Cornish (filmmaker)|Steven Moffat|Edgar Wright,New_Zealand|United_States
The_Adventures_of_Tom_Sawyer_(1938_film),The Adventures of Tom Sawyer,Norman Taurog|William A. Wellman|George Cukor|H. C. Potter,Marshall Neilan,United States
The_Adventures_of_Tom_Sawyer_(musical),The Adventures of Tom Sawyer,NOT_FOUND,NOT_FOUND,NOT_FOUND
The_Adventures_of_the_American_Rabbit,The Adventures of the American Rabbit,Fred Wolf (animator),NOT_FOUND,United Kingdom|United States|Japan
The_Adversary_(film),The Adversary,Nicole Garcia,Emmanuel Carrère|Jacques Fieschi,France
The_Advocate:_A_Missing_Body,The Advocate: A Missing Body,Heo Jong-ho,Choi Kwan-young|Lee Gong-ju|Heo Jong-ho|Gu In-hoe|Kim Chang-woo,South Korea
The_Affair_(1995_film),The Affair,Paul Seed,Pablo Fenjves,United_States
The_Affair_(2004_film),The Affair,Carl Colpaert,Carl Colpaert,United States
The_Affair_of_Susan,The Affair of Susan,Kurt Neumann (director),Andrew Bennison|Mann Page|H.M. Walker,United States
The_Affair_of_the_Necklace,The Affair of the Necklace,Charles Shyer,John Sweet,United States
The_Affairs_of_Anatol,The Affairs of Anatol,Cecil B. DeMille,Arthur Schnitzler,United States
The_Affairs_of_Annabel,The Affairs of Annabel,Benjamin Stoloff,Bert Granet|Charles Hoffman (screenwriter),United States
The_Affairs_of_Cellini,The Affairs of Cellini,Gregory La Cava,Bess Meredyth,United States
The_Affairs_of_Dobie_Gillis,The Affairs of Dobie Gillis,Don Weis,Max Shulman,United States
The_Affairs_of_Martha,The Affairs of Martha,Jules Dassin,Isobel Lennart,United States
The_African_Doctor,The African Doctor,Julien Rambaldi,Kamini (musician)|Benoît Graffin,France
The_African_Lion,The African Lion,James Algar,Winston Hibler|James Algar,United States
The_African_Queen_(film),The African Queen,John Huston,James Agee|John Huston|Peter Viertel|John Collier (fiction writer),United_Kingdom
The_Aftermath_(1982_film),The Aftermath,Steve Barkett,Steve Barkett,United States
The_Afternoon_of_a_Torturer,The Afternoon of a Torturer,Lucian Pintilie,NOT_FOUND,Romania
The_Age_of_Adaline,The Age of Adaline,Lee Toland Krieger,Salvador Paskowitz|J. Mills Goodloe,United States
The_Age_of_Consent_(film),The Age of Consent,Gregory La Cava,Martin Flavin|Sarah Y. Mason,United States
The_Age_of_Innocence_(1924_film),The Age of Innocence,Wesley Ruggles,Olga Printzlau,United States
The_Age_of_Innocence_(1934_film),The Age of Innocence,Philip Moeller,Margaret Ayer Barnes|Edith Wharton|Sarah Y. Mason|Victor Heerman,United States
The_Age_of_Innocence_(1993_film),The Age of Innocence,Martin Scorsese,Martin Scorsese|Jay Cocks,United States
The_Age_of_Love_(1954_film),The Age of Love,Julio Saraceni,Abel Santacruz,Argentina
The_Age_of_Love_(2014_film),The Age of Love,NOT_FOUND,NOT_FOUND,United States
The_Age_of_Shadows,The Age of Shadows,Kim Jee-woon,Kim Jee-woon,South_Korea
The_Age_of_Stupid,The Age of Stupid,Franny Armstrong,Franny Armstrong,United Kingdom
The_Agency_(film),Agency,George Kaczender,Noel Hynd,Canada
The_Ages_of_Lulu,The Ages of Lulu,Bigas Luna,Bigas Luna,Spain
The_Aggression_Scale,The Aggression Scale,Steven C. Miller,NOT_FOUND,United States|Canada
The_Agony_and_the_Ecstasy_(film),The Agony and the Ecstasy,Carol Reed,Philip Dunne (writer),United States
The_Agronomist,The Agronomist,Jonathan Demme,Jonathan Demme,United States
The_Air_I_Breathe,The Air I Breathe,Jieho Lee,Jieho Lee,United_States
The_Air_Up_There,The Air Up There,Paul Michael Glaser,Max Apple,NOT_FOUND
The_Airzone_Solution,The Airzone Solution,Bill Baggs,Nicholas Briggs,United Kingdom
The_Alamo_(1960_film),The Alamo,John Wayne,James Edward Grant,United States
The_Alamo_(2004_film),The Alamo,John Lee Hancock,Stephen Gaghan|Leslie Bohem|John Lee Hancock,United States
The_Alarmist,The Alarmist,Evan Dunsky,Evan Dunsky|Keith Reddin,United States
The_Alcove,The Alcove,Joe D'Amato,NOT_FOUND,Italy
The_Alibi,The Alibi,NOT_FOUND,Noah Hawley,United States
The_Alien_Factor,The Alien Factor,Don Dohler,Don Dohler,United States
The_Alive_and_the_Dead,The Alive and the Dead,Aleksandr Stolper,Konstantin Simonov|Aleksandr Stolper,Soviet Union
The_All_Together,The All Together,Gavin Claxton,Gavin Claxton,United Kingdom
The_Alligator_People,The Alligator People,Roy Del Ruth,Orville H. Hampton|Charles O'Neal|Robert M. Fresco,United_States
The_Allnighter_(film),The Allnighter,Tamar Simon Hoffs,Tamar Simon Hoffs,United States
The_Alphabet_Killer,The Alphabet Killer,Rob Schmidt,Tom Malloy,United States
The_Alphabet_Murders,The Alphabet Murders,Frank Tashlin,Agatha Christie,United Kingdom
The_Alternate_(film),The Alternate,Sam Firstenberg,Bryan Genesse,United States
The_Amateur_(1981_film),The Amateur,Charles Jarrott,Robert Littell (author),Canada
The_Amateurs,The Amateurs,NOT_FOUND,NOT_FOUND,United_States
The_Amati_Girls,The Amati Girls,Anne De Salvo,Anne De Salvo,United States
The_Amazing_Bulk,The Amazing Bulk,Lewis Schoenbrun,Jeremiah Campbell|Keith Schaffner,United States
The_Amazing_Catfish,The Amazing Catfish,NOT_FOUND,NOT_FOUND,Mexico
The_Amazing_Colossal_Man,The Amazing Colossal Man,Bert I. Gordon,George Worthing Yates|Mark Hanna (screenwriter)|Bert I. Gordon,United States
The_Amazing_Dr._Clitterhouse,The Amazing Dr. Clitterhouse,Anatole Litvak,John Huston|Barré Lyndon,United States
The_Amazing_Mrs._Holliday,The Amazing Mrs. Holliday,Bruce Manning,Hans Jacoby,United States
The_Amazing_Panda_Adventure,The Amazing Panda Adventure,Christopher Cain,NOT_FOUND,United States
The_Amazing_Spider-Man_(2012_film),The Amazing Spider-Man,Marc Webb,Steve Kloves|Alvin Sargent|James Vanderbilt,United States
The_Amazing_Spider-Man_2,The Amazing Spider-Man 2,Marc Webb,NOT_FOUND,United States
The_Amazing_Transparent_Man,The Amazing Transparent Man,Edgar G. Ulmer,Jack Lewis (screenwriter),United States
The_Amazing_Transplant,The Amazing Transplant,Doris Wishman,Doris Wishman,United States
The_Amazing_Truth_About_Queen_Raquela,The Amazing Truth About Queen Raquela,Olaf de Fleur Johannesson,Benedikt Jóhannesson|Olaf de Fleur Johannesson,Iceland|Thailand|Philippines|France
The_Amazons_(1917_film),The Amazons,Joseph Kaufman,Frances Marion,United States
The_Ambassador's_Daughter_(1956_film),The Ambassador's Daughter,Norman Krasna,Norman Krasna,United States
The_Ambassador_(1960_film),The Ambassador,Harald Braun,Rolf Thiele|Harald Braun|Hans Wolfgang,West Germany
The_Ambassador_(1984_American_film),The Ambassador,J. Lee Thompson,Ronald M. Cohen,United States
The_Ambassador_(2005_film),The Ambassador,NOT_FOUND,NOT_FOUND,Norway
The_Ambassador_(2011_film),The Ambassador,Mads Brügger,NOT_FOUND,Denmark
The_Ambulance,The Ambulance,Larry Cohen,Larry Cohen,United States
The_Ambushers_(film),The Ambushers,Henry Levin,Herbert Baker (screenwriter)|Donald Hamilton,United_States
The_American_(1927_film),The American,J. Stuart Blackton,Jewel Spencer|Marian Constance Blackton,United States
The_American_(2010_film),The American,Anton Corbijn,Rowan Joffé,United States
The_American_Astronaut,The American Astronaut,Cory McAbee,Cory McAbee,United States
The_American_Friend,The American Friend,Wim Wenders,Wim Wenders,West Germany|France
The_American_President,The American President,Rob Reiner,Aaron Sorkin,United States
The_American_Ruling_Class,The American Ruling Class,John Kirby,Lewis H. Lapham,United Kingdom|United States
The_American_Scream,The American Scream,Michael Stephenson (actor),NOT_FOUND,United States
The_American_Side,The American Side,NOT_FOUND,NOT_FOUND,United States
The_American_Soldier,The American Soldier,Rainer Werner Fassbinder,Rainer Werner Fassbinder,West Germany
The_Americanization_of_Emily,The Americanization of Emily,Arthur Hiller,Paddy Chayefsky,United States
The_Americano_(1916_film),The Americano,John Emerson (filmmaker),John Emerson (filmmaker)|Anita Loos,United States
The_Americano_(1955_film),The Americano,William Castle,Guy Trosper,United States
The_Amityville_Asylum,The Amityville Asylum,Andrew Jones (filmmaker),NOT_FOUND,United Kingdom
The_Amityville_Curse,The Amityville Curse,Tom Berry,Hans Holzer,United States|Canada
The_Amityville_Haunting,The Amityville Haunting,Geoff Meed,NOT_FOUND,United States
The_Amityville_Horror_(1979_film),The Amityville Horror,Stuart Rosenberg,Sandor Stern,United States
The_Amityville_Horror_(2005_film),The Amityville Horror,Andrew Douglas,Scott Kosar,United States
The_Amityville_Legacy,The Amityville Legacy,NOT_FOUND,NOT_FOUND,NOT_FOUND
The_Amityville_Playhouse,The Amityville Playhouse,John R. Walker,"Steve Hardy, John R. Walker","Canada, United Kingdom"
The_Amorous_Prawn,The Amorous Prawn,Anthony Kimmins,Anthony Kimmins|Nicholas Phipps,UK
The_Amsterdam_Kill,The Amsterdam Kill,Robert Clouse,NOT_FOUND,United States|Hong Kong
The_Amulet_of_Ogum,The Amulet of Ogum,Nelson Pereira dos Santos,Nelson Pereira dos Santos,Brazil
The_Amy_Fisher_Story,The Amy Fisher Story,Andy Tennant,Janet Brownell,NOT_FOUND
The_Anderson_Tapes,The Anderson Tapes,Sidney Lumet,Frank Pierson,United States
The_Andromeda_Strain_(film),The Andromeda Strain,Robert Wise,Nelson Gidding,United States
The_Angel_(1982_film),The Angel,Patrick Bokanowski,Patrick Bokanowski,France
The_Angel_Levine,The Angel Levine,Ján Kadár,Ronald Ribman|Bill Gunn (writer),United States
The_Angel_Wore_Red,The Angel Wore Red,Nunnally Johnson,Nunnally Johnson|Bruce Marshall,United States|Italy
The_Angel_of_Pennsylvania_Avenue,The Angel of Pennsylvania Avenue,Robert Ellis Miller,Rider McDowell|Michael De Guzman,United_States
The_Angels'_Share,The Angels' Share,Ken Loach,Paul Laverty,Italy|Scotland|Belgium|France
The_Angels_Wash_Their_Faces,The Angels Wash Their Faces,Ray Enright,Robert Buckner|Niven Busch,NOT_FOUND
The_Angrez,The Angrez,Kuntaa Nikkil,Kuntaa Nikkil,India
The_Angriest_Man_in_Brooklyn,The Angriest Man in Brooklyn,Phil Alden Robinson,Daniel Taplitz,United States
The_Angry_Birds_Movie,The Angry Birds Movie,Clay Kaytis|Fergal Reilly,Jon Vitti,"* United States
* Finland"
The_Angry_Hills_(film),The Angry Hills,Robert Aldrich,A. I. Bezzerides,United States
The_Angry_Red_Planet,The Angry Red Planet,Ib Melchior,Sidney W. Pink|Ib Melchior,United States
The_Angry_Silence,The Angry Silence,Guy Green (filmmaker),NOT_FOUND,United Kingdom
The_Animal,The Animal,Luke Greenfield,Rob Schneider|Tom Brady (film director),United States
The_Animal_Kingdom,The Animal Kingdom,Tommy Atkins (director)|Edward H. Griffith|George Cukor,Adela Rogers St. Johns,United States
The_Animatrix,The Animatrix,Yoshiaki Kawajiri|Shinichiro Watanabe|Mahiro Maeda|Takeshi Koike|Andrew R. Jones|Peter Chung|Koji Morimoto,"* Andy Wachowski
* Larry Wachowski
* Koji Morimoto
* Shinichiro Watanabe
* Mahiro Maeda
* Peter Chung
* Yoshiaki Kawajiri","* United States
* Japan"
The_Annihilators_(film),The Annihilators,Charles E. Sellier Jr.,Brian Russell,NOT_FOUND
The_Anniversary_(1968_film),The Anniversary,Roy Ward Baker,Jimmy Sangster|Bill MacIlwraith,United Kingdom
The_Anniversary_(2009_film),The Anniversary,John Campea,John Campea,NOT_FOUND
The_Anniversary_Party,The Anniversary Party,Jennifer Jason Leigh|Alan Cumming,Alan Cumming|Jennifer Jason Leigh,United States
The_Anomaly,The Anomaly,Noel Clarke,Noel Clarke|Simon Lewis (writer),United Kingdom
The_Answer_Man_(film),The Answer Man,John Hindman,John Hindman,United States
The_Ant_Bully_(film),The Ant Bully,John A. Davis,John A. Davis,United States
The_Anthem_of_the_Heart,The Anthem of the Heart,Tatsuyuki Nagai,Mari Okada,Japan
The_Antichrist_(film),The Antichrist,Alberto De Martino,Gianfranco Clerici,Italy
The_Antwerp_Dolls,The Antwerp Dolls,Jake Reid,Jake Reid,United Kingdom
The_Apartment,The Apartment,Billy Wilder,I.A.L. Diamond|Billy Wilder,United States
The_Apartment_(1996_film),The Apartment,Gilles Mimouni,Gilles Mimouni,France
The_Ape_(1940_film),The Ape,William Nigh,Curt Siodmak,United States
The_Ape_(2005_film),The Ape,James Franco,Merriwether Williams|James Franco,United States
The_Ape_(2009_film),The Ape,NOT_FOUND,NOT_FOUND,Sweden
The_Ape_Man,The Ape Man,William Beaudine,Barney Sarecky,United States
The_Ape_Woman,The Ape Woman,Marco Ferreri,Marco Ferreri|Rafael Azcona,Italy|France
The_Apocalypse_(2007_film),The Apocalypse,Justin Jones,David Michael Latt,United_States
The_Apocalypse_Code,The Apocalypse Code,NOT_FOUND,NOT_FOUND,Russia
The_Apology_(film),The Apology,NOT_FOUND,NOT_FOUND,Canada
The_Apostate,The Apostate,NOT_FOUND,NOT_FOUND,Uruguay|Spain
The_Apostle,The Apostle,Robert Duvall,Robert Duvall,United States
The_Appaloosa,The Appaloosa,Sidney J. Furie,Roland Kibbee|James Bridges,NOT_FOUND
The_Apparition,The Apparition,Todd Lincoln,Todd Lincoln,United States
The_Appeared,The Appeared,Paco Cabezas,Paco Cabezas,Argentina
The_Apple_(1980_film),The Apple,Menahem Golan,Menahem Golan,"--05-14|* United States
* West Germany"
The_Apple_(1998_film),The Apple,Samira Makhmalbaf,Mohsen Makhmalbaf|Samira Makhmalbaf,Iran
The_Apple_Dumpling_Gang_(film),The Apple Dumpling Gang,Norman Tokar,Don Tait,United States
The_Apple_Dumpling_Gang_Rides_Again,The Apple Dumpling Gang Rides Again,Vincent McEveety,Don Tait,United States
The_Appointment,The Appointment,Sidney Lumet,James Salter,United_States
The_Appointments_of_Dennis_Jennings,The Appointments of Dennis Jennings,Dean Parisot,Steven Wright,United States
The_Apprenticeship_of_Duddy_Kravitz_(film),The Apprenticeship of Duddy Kravitz,Ted Kotcheff,Lionel Chetwynd,Canada
The_April_Fools,The April Fools,Stuart Rosenberg,Hal Dresner,United_States
The_Arch,The Arch,Tang Shu Shuen,Tang Shu Shuen,Hong Kong
The_Architect_(film),The Architect,NOT_FOUND,David Greig (dramatist),United States
The_Architecture_of_Doom,The Architecture of Doom,Peter Cohen (director),Peter Cohen (director),Sweden
The_Ardennes_(film),The Ardennes,NOT_FOUND,NOT_FOUND,Belgium
The_Arena_(1974_film),The Arena,Steve Carver|Joe D'Amato,John William Corrington|Joyce Hooper Corrington,Italy
The_Arena_(2001_film),The Arena,Timur Bekmambetov,John William Corrington,RussiaUnited States
The_Argyle_Secrets,The Argyle Secrets,Cy Endfield,Cy Endfield,United States
